Date,Order ID,Customer ID,Product Category,Customer Segment,Sales Amount,Quantity Sold,Discount Applied,Marketing Channel
2023-09-03 19:10:13.648263,ORD000260,CUST00060,Home & Kitchen,Returning Customer,82.42,2,0.27,Social Media
2023-10-10 19:10:13.648263,ORD000261,CUST00061,Clothing,Returning Customer,347.52,4,0.29,Referral
2024-07-08 19:10:13.648263,ORD000262,CUST00062,Home & Kitchen,Returning Customer,339.35,4,0.22,Direct
2024-08-12 19:10:13.648263,ORD000263,CUST00063,Home & Kitchen,VIP Customer,339.46,2,0.05,Social Media
2023-11-07 19:10:13.648263,ORD000264,CUST00064,Books,New Customer,266.98,2,0.27,Direct
2024-03-24 19:10:13.648263,ORD000265,CUST00065,Books,VIP Customer,299.83,3,0.12,Direct
2024-04-19 19:10:13.648263,ORD000266,CUST00066,Home & Kitchen,Returning Customer,490.03,4,0.02,Direct
2023-10-29 19:10:13.648263,ORD000267,CUST00067,Clothing,Returning Customer,361.73,4,0.0,Direct
2024-06-06 19:10:13.648263,ORD000268,CUST00068,Home & Kitchen,VIP Customer,387.56,4,0.17,Direct
2024-01-03 19:10:13.648263,ORD000269,CUST00069,Sports,Returning Customer,247.78,1,0.29,Email
2024-04-28 19:10:13.648263,ORD000270,CUST00070,Sports,Returning Customer,455.62,2,0.21,Email
2024-02-20 19:10:13.648263,ORD000271,CUST00071,Electronics,Returning Customer,211.0,3,0.07,Email
2024-05-21 19:10:13.648263,ORD000272,CUST00072,Sports,Returning Customer,76.09,3,0.09,Social Media
2024-07-16 19:10:13.648263,ORD000273,CUST00073,Toys,Returning Customer,56.3,2,0.02,Direct
2024-01-13 19:10:13.648263,ORD000274,CUST00074,Electronics,VIP Customer,382.71,1,0.24,Email
2023-12-09 19:10:13.648263,ORD000275,CUST00075,Electronics,VIP Customer,83.21,1,0.12,Direct
2024-04-13 19:10:13.648263,ORD000276,CUST00076,Electronics,VIP Customer,22.5,1,0.03,Referral
2023-10-18 19:10:13.648263,ORD000277,CUST00077,Toys,Returning Customer,400.5,2,0.27,Email
2023-10-27 19:10:13.648263,ORD000278,CUST00078,Home & Kitchen,New Customer,115.76,3,0.16,Direct
2024-06-16 19:10:13.648263,ORD000279,CUST00079,Home & Kitchen,New Customer,186.24,2,0.15,Referral
2023-12-28 19:10:13.648263,ORD000280,CUST00080,Sports,VIP Customer,342.02,1,0.11,Direct
2024-04-13 19:10:13.648263,ORD000281,CUST00081,Electronics,Returning Customer,259.2,2,0.15,Direct
2024-03-22 19:10:13.648263,ORD000282,CUST00082,Books,New Customer,473.04,4,0.02,Social Media
2024-07-01 19:10:13.648263,ORD000283,CUST00083,Home & Kitchen,VIP Customer,40.21,4,0.1,Direct
2023-09-22 19:10:13.648263,ORD000284,CUST00084,Home & Kitchen,New Customer,212.93,2,0.11,Social Media
2023-10-25 19:10:13.648263,ORD000285,CUST00085,Toys,VIP Customer,463.91,1,0.06,Referral
2023-11-18 19:10:13.648263,ORD000286,CUST00086,Books,New Customer,427.28,4,0.22,Direct
2023-12-20 19:10:13.648263,ORD000287,CUST00087,Home & Kitchen,Returning Customer,236.69,3,0.07,Referral
2023-12-11 19:10:13.648263,ORD000288,CUST00088,Clothing,New Customer,50.89,4,0.01,Email
2023-12-02 19:10:13.648263,ORD000289,CUST00089,Books,VIP Customer,335.36,3,0.3,Referral
2024-04-18 19:10:13.648263,ORD000290,CUST00090,Books,Returning Customer,55.07,3,0.01,Social Media
2023-12-04 19:10:13.648263,ORD000291,CUST00091,Home & Kitchen,New Customer,325.92,4,0.06,Referral
2024-02-05 19:10:13.648263,ORD000292,CUST00092,Home & Kitchen,VIP Customer,122.81,4,0.04,Social Media
2024-07-06 19:10:13.648263,ORD000293,CUST00093,Clothing,Returning Customer,481.26,4,0.08,Direct
2024-01-06 19:10:13.648263,ORD000294,CUST00094,Books,New Customer,353.9,3,0.22,Social Media
2024-03-28 19:10:13.648263,ORD000295,CUST00095,Books,VIP Customer,367.15,3,0.0,Social Media
2024-08-13 19:10:13.648263,ORD000296,CUST00096,Sports,Returning Customer,442.89,3,0.26,Referral
2024-01-25 19:10:13.648263,ORD000297,CUST00097,Clothing,Returning Customer,229.1,4,0.06,Referral
2023-11-02 19:10:13.648263,ORD000298,CUST00098,Books,New Customer,379.82,3,0.26,Email
2023-09-04 19:10:13.648263,ORD000299,CUST00099,Home & Kitchen,Returning Customer,350.04,2,0.27,Social Media
2024-05-18 19:10:13.648263,ORD000300,CUST00100,Books,Returning Customer,336.15,4,0.12,Social Media
2024-04-24 19:10:13.648263,ORD000301,CUST00101,Home & Kitchen,Returning Customer,415.65,2,0.19,Social Media
2024-08-04 19:10:13.648263,ORD000302,CUST00102,Sports,VIP Customer,57.06,3,0.06,Email
2024-05-08 19:10:13.648263,ORD000303,CUST00103,Books,New Customer,114.21,4,0.21,Email
2023-09-25 19:10:13.648263,ORD000304,CUST00104,Toys,New Customer,236.25,3,0.17,Email
2023-10-26 19:10:13.648263,ORD000305,CUST00105,Electronics,VIP Customer,494.75,4,0.16,Direct
2023-10-03 19:10:13.648263,ORD000306,CUST00106,Home & Kitchen,VIP Customer,440.2,1,0.0,Email
2023-09-19 19:10:13.648263,ORD000307,CUST00107,Toys,Returning Customer,447.72,4,0.15,Direct
2024-07-12 19:10:13.648263,ORD000308,CUST00108,Electronics,New Customer,339.91,4,0.11,Referral
2024-03-14 19:10:13.648263,ORD000309,CUST00109,Toys,VIP Customer,371.07,3,0.11,Social Media
2023-09-05 19:10:13.648263,ORD000310,CUST00110,Sports,VIP Customer,431.07,1,0.2,Email
2024-01-18 19:10:13.648263,ORD000311,CUST00111,Sports,Returning Customer,284.94,3,0.05,Email
2024-06-01 19:10:13.648263,ORD000312,CUST00112,Toys,VIP Customer,402.69,3,0.09,Email
2023-09-26 19:10:13.648263,ORD000313,CUST00113,Home & Kitchen,Returning Customer,299.82,4,0.24,Social Media
2023-11-30 19:10:13.648263,ORD000314,CUST00114,Electronics,Returning Customer,365.93,4,0.17,Direct
2023-10-22 19:10:13.648263,ORD000315,CUST00115,Sports,VIP Customer,463.51,2,0.03,Email
2024-04-22 19:10:13.648263,ORD000316,CUST00116,Electronics,Returning Customer,477.98,1,0.01,Social Media
2024-07-15 19:10:13.648263,ORD000317,CUST00117,Home & Kitchen,Returning Customer,121.59,2,0.02,Referral
2023-12-17 19:10:13.648263,ORD000318,CUST00118,Toys,Returning Customer,255.15,2,0.18,Direct
2023-11-25 19:10:13.648263,ORD000319,CUST00119,Sports,Returning Customer,327.08,3,0.28,Direct
2023-12-08 19:10:13.648263,ORD000320,CUST00120,Electronics,Returning Customer,198.84,1,0.3,Social Media
2024-04-11 19:10:13.648263,ORD000321,CUST00121,Books,New Customer,203.71,4,0.2,Social Media
2023-10-13 19:10:13.648263,ORD000322,CUST00122,Toys,New Customer,285.52,1,0.08,Email
2024-06-28 19:10:13.648263,ORD000323,CUST00123,Clothing,VIP Customer,313.81,1,0.13,Email
2023-09-06 19:10:13.648263,ORD000324,CUST00124,Electronics,New Customer,473.68,2,0.25,Social Media
2024-04-25 19:10:13.648263,ORD000325,CUST00125,Home & Kitchen,Returning Customer,55.4,4,0.04,Email
2024-07-06 19:10:13.648263,ORD000326,CUST00126,Toys,New Customer,127.14,4,0.06,Social Media
2023-12-23 19:10:13.648263,ORD000327,CUST00127,Home & Kitchen,VIP Customer,269.92,4,0.19,Referral
2024-02-16 19:10:13.648263,ORD000328,CUST00128,Books,New Customer,262.64,3,0.24,Referral
2024-08-16 19:10:13.648263,ORD000329,CUST00129,Home & Kitchen,New Customer,127.92,2,0.05,Referral
2024-03-11 19:10:13.648263,ORD000330,CUST00130,Toys,Returning Customer,452.63,3,0.24,Direct
2023-12-04 19:10:13.648263,ORD000331,CUST00131,Home & Kitchen,VIP Customer,232.1,3,0.2,Referral
2024-02-05 19:10:13.648263,ORD000332,CUST00132,Sports,Returning Customer,105.18,1,0.11,Direct
2024-08-14 19:10:13.648263,ORD000333,CUST00133,Toys,New Customer,227.81,3,0.09,Direct
2024-05-07 19:10:13.648263,ORD000334,CUST00134,Clothing,Returning Customer,83.18,4,0.16,Email
2023-10-30 19:10:13.648263,ORD000335,CUST00135,Electronics,Returning Customer,142.4,1,0.04,Email
2024-04-01 19:10:13.648263,ORD000336,CUST00136,Sports,New Customer,354.2,4,0.19,Email
2024-04-13 19:10:13.648263,ORD000337,CUST00137,Toys,New Customer,131.13,2,0.02,Social Media
2024-04-15 19:10:13.648263,ORD000338,CUST00138,Toys,New Customer,131.27,3,0.08,Referral
2024-03-19 19:10:13.648263,ORD000339,CUST00139,Books,VIP Customer,279.53,2,0.06,Email
2024-03-05 19:10:13.648263,ORD000340,CUST00140,Electronics,Returning Customer,425.37,1,0.27,Email
2024-04-16 19:10:13.648263,ORD000341,CUST00141,Home & Kitchen,Returning Customer,419.23,2,0.01,Referral
2023-12-18 19:10:13.648263,ORD000342,CUST00142,Clothing,Returning Customer,441.93,1,0.3,Social Media
2023-12-31 19:10:13.648263,ORD000343,CUST00143,Electronics,Returning Customer,295.67,2,0.09,Social Media
2024-03-10 19:10:13.648263,ORD000344,CUST00144,Sports,New Customer,316.87,1,0.12,Direct
2024-06-15 19:10:13.648263,ORD000345,CUST00145,Toys,New Customer,372.18,3,0.13,Email
2024-02-04 19:10:13.648263,ORD000346,CUST00146,Books,New Customer,58.33,3,0.18,Direct
2024-01-07 19:10:13.648263,ORD000347,CUST00147,Clothing,New Customer,154.21,1,0.13,Direct
2023-11-29 19:10:13.648263,ORD000348,CUST00148,Electronics,VIP Customer,456.08,3,0.1,Social Media
2023-12-15 19:10:13.648263,ORD000349,CUST00149,Books,Returning Customer,197.39,2,0.21,Social Media
2023-08-27 19:10:13.648263,ORD000350,CUST00150,Sports,New Customer,352.23,1,0.17,Email
2024-06-19 19:10:13.648263,ORD000351,CUST00151,Clothing,VIP Customer,271.13,1,0.2,Referral
2024-07-01 19:10:13.648263,ORD000352,CUST00152,Electronics,VIP Customer,285.42,2,0.19,Email
2023-12-30 19:10:13.648263,ORD000353,CUST00153,Clothing,Returning Customer,242.93,4,0.23,Direct
2024-02-14 19:10:13.648263,ORD000354,CUST00154,Sports,New Customer,104.36,1,0.06,Direct
2023-08-30 19:10:13.648263,ORD000355,CUST00155,Electronics,VIP Customer,383.94,3,0.08,Email
2024-07-28 19:10:13.648263,ORD000356,CUST00156,Electronics,New Customer,481.1,4,0.2,Social Media
2024-08-06 19:10:13.648263,ORD000357,CUST00157,Clothing,Returning Customer,297.97,3,0.11,Referral
2024-02-17 19:10:13.648263,ORD000358,CUST00158,Books,VIP Customer,480.6,2,0.2,Referral
2023-08-30 19:10:13.648263,ORD000359,CUST00159,Electronics,VIP Customer,191.3,3,0.1,Direct
2024-01-31 19:10:13.648263,ORD000360,CUST00160,Home & Kitchen,Returning Customer,472.41,3,0.25,Social Media
2023-12-11 19:10:13.648263,ORD000361,CUST00161,Toys,Returning Customer,126.92,3,0.18,Referral
2023-11-19 19:10:13.648263,ORD000362,CUST00162,Clothing,Returning Customer,249.87,1,0.28,Referral
2023-08-29 19:10:13.648263,ORD000363,CUST00163,Toys,New Customer,180.44,2,0.1,Social Media
2024-01-10 19:10:13.648263,ORD000364,CUST00164,Home & Kitchen,VIP Customer,112.7,4,0.26,Social Media
2024-01-24 19:10:13.648263,ORD000365,CUST00165,Toys,VIP Customer,39.45,4,0.15,Email
2024-03-18 19:10:13.648263,ORD000366,CUST00166,Sports,New Customer,74.87,2,0.23,Email
2024-01-18 19:10:13.648263,ORD000367,CUST00167,Home & Kitchen,New Customer,60.6,1,0.2,Direct
2023-10-25 19:10:13.648263,ORD000368,CUST00168,Electronics,VIP Customer,459.77,2,0.17,Email
2024-05-22 19:10:13.648263,ORD000369,CUST00169,Electronics,VIP Customer,279.59,4,0.12,Referral
2024-01-16 19:10:13.648263,ORD000370,CUST00170,Sports,Returning Customer,314.71,1,0.12,Email
2024-01-12 19:10:13.648263,ORD000371,CUST00171,Electronics,VIP Customer,23.29,3,0.26,Direct
2023-11-30 19:10:13.648263,ORD000372,CUST00172,Home & Kitchen,VIP Customer,413.96,4,0.16,Direct
2024-01-28 19:10:13.648263,ORD000373,CUST00173,Sports,VIP Customer,353.11,3,0.02,Social Media
2023-11-22 19:10:13.648263,ORD000374,CUST00174,Toys,New Customer,426.87,4,0.18,Social Media
2024-06-01 19:10:13.648263,ORD000375,CUST00175,Clothing,VIP Customer,488.98,3,0.24,Direct
2024-07-24 19:10:13.648263,ORD000376,CUST00176,Home & Kitchen,New Customer,371.63,4,0.22,Social Media
2024-06-16 19:10:13.648263,ORD000377,CUST00177,Books,New Customer,322.92,1,0.05,Email
2024-05-02 19:10:13.648263,ORD000378,CUST00178,Clothing,VIP Customer,182.27,1,0.14,Referral
2023-12-08 19:10:13.648263,ORD000379,CUST00179,Toys,New Customer,111.25,4,0.06,Email
2024-05-24 19:10:13.648263,ORD000380,CUST00180,Home & Kitchen,Returning Customer,464.31,3,0.26,Social Media
2024-06-17 19:10:13.648263,ORD000381,CUST00181,Books,Returning Customer,345.92,2,0.19,Social Media
2024-01-24 19:10:13.648263,ORD000382,CUST00182,Toys,VIP Customer,129.4,2,0.2,Referral
2024-07-03 19:10:13.648263,ORD000383,CUST00183,Electronics,New Customer,173.85,1,0.27,Referral
2023-11-01 19:10:13.648263,ORD000384,CUST00184,Clothing,Returning Customer,133.48,4,0.05,Social Media
2023-12-10 19:10:13.648263,ORD000385,CUST00185,Home & Kitchen,New Customer,40.59,4,0.29,Referral
2024-04-15 19:10:13.648263,ORD000386,CUST00186,Clothing,New Customer,169.15,3,0.27,Referral
2024-04-08 19:10:13.648263,ORD000387,CUST00187,Toys,VIP Customer,25.9,4,0.09,Email
2023-12-04 19:10:13.648263,ORD000388,CUST00188,Toys,Returning Customer,42.07,4,0.14,Social Media
2024-04-10 19:10:13.648263,ORD000389,CUST00189,Books,New Customer,278.05,1,0.11,Social Media
2023-11-03 19:10:13.648263,ORD000390,CUST00190,Home & Kitchen,Returning Customer,236.62,1,0.26,Social Media
2023-09-03 19:10:13.648263,ORD000391,CUST00191,Toys,Returning Customer,146.68,4,0.11,Email
2023-09-14 19:10:13.648263,ORD000392,CUST00192,Home & Kitchen,Returning Customer,101.88,2,0.08,Direct
2024-03-09 19:10:13.648263,ORD000393,CUST00193,Electronics,VIP Customer,75.32,4,0.05,Direct
2023-11-02 19:10:13.648263,ORD000394,CUST00194,Sports,New Customer,464.61,3,0.2,Email
2023-10-03 19:10:13.648263,ORD000395,CUST00195,Electronics,Returning Customer,172.68,3,0.17,Direct
2023-12-03 19:10:13.648263,ORD000396,CUST00196,Sports,VIP Customer,173.0,3,0.19,Referral
2024-05-14 19:10:13.648263,ORD000397,CUST00197,Home & Kitchen,VIP Customer,426.26,2,0.08,Referral
2024-05-18 19:10:13.648263,ORD000398,CUST00198,Toys,VIP Customer,321.96,3,0.29,Social Media
2023-11-19 19:10:13.648263,ORD000399,CUST00199,Sports,VIP Customer,28.35,4,0.13,Email
2023-10-20 19:10:13.648263,ORD000400,CUST00000,Toys,Returning Customer,358.35,4,0.29,Email
2024-02-23 19:10:13.648263,ORD000401,CUST00001,Electronics,VIP Customer,155.55,3,0.05,Referral
2023-12-29 19:10:13.648263,ORD000402,CUST00002,Sports,VIP Customer,428.91,4,0.01,Referral
2023-12-18 19:10:13.648263,ORD000403,CUST00003,Books,New Customer,99.92,1,0.16,Social Media
2024-06-13 19:10:13.648263,ORD000404,CUST00004,Sports,VIP Customer,423.73,4,0.14,Direct
2024-08-25 19:10:13.648263,ORD000405,CUST00005,Home & Kitchen,Returning Customer,277.91,1,0.24,Direct
2024-02-12 19:10:13.648263,ORD000406,CUST00006,Sports,VIP Customer,59.22,4,0.25,Referral
2024-06-10 19:10:13.648263,ORD000407,CUST00007,Sports,Returning Customer,466.9,1,0.0,Direct
2023-12-25 19:10:13.648263,ORD000408,CUST00008,Home & Kitchen,VIP Customer,374.16,4,0.19,Social Media
2024-06-29 19:10:13.648263,ORD000409,CUST00009,Clothing,VIP Customer,258.51,3,0.04,Direct
2024-08-08 19:10:13.648263,ORD000410,CUST00010,Electronics,VIP Customer,307.15,2,0.08,Referral
2023-09-16 19:10:13.648263,ORD000411,CUST00011,Books,New Customer,305.78,2,0.01,Direct
2024-06-05 19:10:13.648263,ORD000412,CUST00012,Home & Kitchen,Returning Customer,149.71,1,0.07,Social Media
2023-09-22 19:10:13.648263,ORD000413,CUST00013,Toys,New Customer,411.85,2,0.04,Email
2024-02-14 19:10:13.648263,ORD000414,CUST00014,Toys,VIP Customer,327.35,3,0.27,Social Media
2023-11-05 19:10:13.648263,ORD000415,CUST00015,Toys,Returning Customer,293.8,2,0.06,Referral
2024-06-29 19:10:13.648263,ORD000416,CUST00016,Books,VIP Customer,339.2,3,0.17,Email
2024-06-20 19:10:13.648263,ORD000417,CUST00017,Clothing,New Customer,73.17,3,0.28,Email
2024-06-24 19:10:13.648263,ORD000418,CUST00018,Home & Kitchen,VIP Customer,114.3,4,0.03,Email
2023-10-10 19:10:13.648263,ORD000419,CUST00019,Toys,VIP Customer,463.93,1,0.08,Email
2024-06-02 19:10:13.648263,ORD000420,CUST00020,Clothing,Returning Customer,370.18,2,0.17,Email
2023-11-25 19:10:13.648263,ORD000421,CUST00021,Books,VIP Customer,298.58,1,0.15,Direct
2024-06-03 19:10:13.648263,ORD000422,CUST00022,Toys,Returning Customer,119.54,2,0.03,Email
2024-02-04 19:10:13.648263,ORD000423,CUST00023,Toys,VIP Customer,151.31,1,0.3,Direct
2024-05-22 19:10:13.648263,ORD000424,CUST00024,Electronics,New Customer,104.87,3,0.01,Referral
2023-09-08 19:10:13.648263,ORD000425,CUST00025,Electronics,New Customer,73.17,3,0.04,Social Media
2024-02-11 19:10:13.648263,ORD000426,CUST00026,Electronics,VIP Customer,97.42,3,0.19,Direct
2024-06-03 19:10:13.648263,ORD000427,CUST00027,Home & Kitchen,New Customer,83.79,1,0.13,Email
2024-03-04 19:10:13.648263,ORD000428,CUST00028,Clothing,New Customer,268.63,4,0.04,Email
2024-08-19 19:10:13.648263,ORD000429,CUST00029,Clothing,VIP Customer,361.7,4,0.18,Referral
2024-02-15 19:10:13.648263,ORD000430,CUST00030,Clothing,VIP Customer,417.09,1,0.24,Social Media
2024-05-01 19:10:13.648263,ORD000431,CUST00031,Electronics,Returning Customer,62.95,3,0.25,Email
2023-12-18 19:10:13.648263,ORD000432,CUST00032,Electronics,VIP Customer,56.53,1,0.08,Email
2023-12-22 19:10:13.648263,ORD000433,CUST00033,Sports,VIP Customer,133.85,2,0.07,Email
2024-04-12 19:10:13.648263,ORD000434,CUST00034,Books,Returning Customer,250.61,2,0.3,Social Media
2023-09-11 19:10:13.648263,ORD000435,CUST00035,Sports,New Customer,84.22,2,0.29,Email
2024-08-03 19:10:13.648263,ORD000436,CUST00036,Sports,VIP Customer,293.5,4,0.22,Direct
2024-03-04 19:10:13.648263,ORD000437,CUST00037,Books,VIP Customer,269.8,2,0.13,Referral
2023-11-27 19:10:13.648263,ORD000438,CUST00038,Toys,VIP Customer,172.24,4,0.28,Email
2024-04-16 19:10:13.648263,ORD000439,CUST00039,Electronics,Returning Customer,156.97,1,0.12,Email
2023-11-07 19:10:13.648263,ORD000440,CUST00040,Sports,Returning Customer,290.38,1,0.01,Email
2024-07-15 19:10:13.648263,ORD000441,CUST00041,Electronics,VIP Customer,37.61,2,0.13,Email
2024-07-07 19:10:13.648263,ORD000442,CUST00042,Books,VIP Customer,395.47,4,0.29,Referral
2023-11-14 19:10:13.648263,ORD000443,CUST00043,Sports,VIP Customer,175.92,4,0.17,Direct
2023-10-07 19:10:13.648263,ORD000444,CUST00044,Books,VIP Customer,250.53,4,0.22,Social Media
2024-04-14 19:10:13.648263,ORD000445,CUST00045,Sports,VIP Customer,416.69,4,0.29,Direct
2023-12-23 19:10:13.648263,ORD000446,CUST00046,Sports,VIP Customer,410.24,3,0.16,Email
2023-10-27 19:10:13.648263,ORD000447,CUST00047,Toys,Returning Customer,376.56,2,0.3,Email
2023-12-05 19:10:13.648263,ORD000448,CUST00048,Clothing,Returning Customer,192.28,4,0.22,Referral
2023-10-09 19:10:13.648263,ORD000449,CUST00049,Home & Kitchen,Returning Customer,115.16,4,0.29,Referral
2024-06-10 19:10:13.648263,ORD000450,CUST00050,Sports,VIP Customer,289.65,4,0.26,Email
2023-08-30 19:10:13.648263,ORD000451,CUST00051,Books,VIP Customer,466.41,3,0.23,Direct
2023-09-11 19:10:13.648263,ORD000452,CUST00052,Sports,Returning Customer,313.65,1,0.25,Social Media
2024-06-07 19:10:13.648263,ORD000453,CUST00053,Clothing,New Customer,437.58,1,0.26,Referral
2024-02-16 19:10:13.648263,ORD000454,CUST00054,Home & Kitchen,New Customer,119.17,4,0.18,Email
2024-03-31 19:10:13.648263,ORD000455,CUST00055,Sports,Returning Customer,24.93,4,0.16,Referral
2024-01-09 19:10:13.648263,ORD000456,CUST00056,Toys,Returning Customer,432.49,4,0.21,Social Media
2023-09-28 19:10:13.648263,ORD000457,CUST00057,Clothing,VIP Customer,457.63,4,0.17,Email
2023-10-23 19:10:13.648263,ORD000458,CUST00058,Electronics,New Customer,460.59,2,0.12,Referral
2023-09-29 19:10:13.648263,ORD000459,CUST00059,Electronics,Returning Customer,462.81,4,0.15,Direct
2024-04-08 19:10:13.648263,ORD000460,CUST00060,Toys,Returning Customer,364.97,1,0.26,Referral
2024-07-31 19:10:13.648263,ORD000461,CUST00061,Home & Kitchen,New Customer,79.77,2,0.21,Referral
2024-08-24 19:10:13.648263,ORD000462,CUST00062,Clothing,New Customer,374.23,1,0.11,Referral
2024-04-11 19:10:13.648263,ORD000463,CUST00063,Electronics,New Customer,367.91,3,0.03,Referral
2023-09-17 19:10:13.648263,ORD000464,CUST00064,Sports,Returning Customer,81.43,4,0.08,Referral
2024-04-18 19:10:13.648263,ORD000465,CUST00065,Clothing,VIP Customer,429.63,2,0.25,Email
2024-05-08 19:10:13.648263,ORD000466,CUST00066,Home & Kitchen,VIP Customer,438.32,4,0.06,Email
2024-06-10 19:10:13.648263,ORD000467,CUST00067,Home & Kitchen,VIP Customer,210.98,1,0.01,Referral
2023-10-11 19:10:13.648263,ORD000468,CUST00068,Sports,VIP Customer,54.1,2,0.04,Referral
2023-11-19 19:10:13.648263,ORD000469,CUST00069,Books,VIP Customer,441.11,1,0.3,Email
2024-08-19 19:10:13.648263,ORD000470,CUST00070,Clothing,VIP Customer,52.75,3,0.03,Social Media
2024-06-09 19:10:13.648263,ORD000471,CUST00071,Home & Kitchen,New Customer,209.72,1,0.01,Social Media
2024-05-29 19:10:13.648263,ORD000472,CUST00072,Electronics,Returning Customer,405.69,2,0.12,Direct
2024-06-16 19:10:13.648263,ORD000473,CUST00073,Toys,VIP Customer,55.51,2,0.12,Referral
2024-02-03 19:10:13.648263,ORD000474,CUST00074,Clothing,New Customer,301.55,4,0.02,Email
2023-11-05 19:10:13.648263,ORD000475,CUST00075,Books,VIP Customer,59.72,4,0.09,Email
2024-05-04 19:10:13.648263,ORD000476,CUST00076,Sports,VIP Customer,309.08,4,0.0,Direct
2024-01-04 19:10:13.648263,ORD000477,CUST00077,Toys,VIP Customer,453.05,1,0.26,Email
2023-10-15 19:10:13.648263,ORD000478,CUST00078,Electronics,New Customer,430.74,1,0.18,Direct
2024-07-20 19:10:13.648263,ORD000479,CUST00079,Electronics,Returning Customer,354.11,1,0.02,Referral
2024-02-20 19:10:13.648263,ORD000480,CUST00080,Books,New Customer,474.15,3,0.22,Social Media
2024-02-02 19:10:13.648263,ORD000481,CUST00081,Clothing,VIP Customer,102.07,2,0.07,Email
2023-12-12 19:10:13.648263,ORD000482,CUST00082,Home & Kitchen,VIP Customer,453.06,2,0.09,Referral
2024-05-07 19:10:13.648263,ORD000483,CUST00083,Sports,VIP Customer,423.14,3,0.29,Referral
2023-11-04 19:10:13.648263,ORD000484,CUST00084,Electronics,New Customer,256.91,1,0.04,Referral
2023-11-03 19:10:13.648263,ORD000485,CUST00085,Books,VIP Customer,166.09,3,0.08,Referral
2023-12-31 19:10:13.648263,ORD000486,CUST00086,Sports,VIP Customer,42.48,3,0.29,Referral
2024-05-20 19:10:13.648263,ORD000487,CUST00087,Books,Returning Customer,281.53,2,0.23,Email
2023-12-05 19:10:13.648263,ORD000488,CUST00088,Clothing,Returning Customer,367.49,2,0.22,Email
2024-06-25 19:10:13.648263,ORD000489,CUST00089,Toys,VIP Customer,379.99,4,0.12,Social Media
2024-07-25 19:10:13.648263,ORD000490,CUST00090,Sports,VIP Customer,460.78,1,0.28,Direct
2024-03-16 19:10:13.648263,ORD000491,CUST00091,Books,New Customer,310.74,1,0.18,Email
2023-09-21 19:10:13.648263,ORD000492,CUST00092,Books,VIP Customer,20.17,3,0.17,Direct
2023-10-22 19:10:13.648263,ORD000493,CUST00093,Sports,New Customer,188.03,3,0.12,Referral
2023-12-12 19:10:13.648263,ORD000494,CUST00094,Home & Kitchen,Returning Customer,427.64,4,0.05,Direct
2023-12-01 19:10:13.648263,ORD000495,CUST00095,Home & Kitchen,Returning Customer,338.36,2,0.12,Direct
2024-01-07 19:10:13.648263,ORD000496,CUST00096,Sports,New Customer,134.63,2,0.23,Social Media
2023-08-27 19:10:13.648263,ORD000497,CUST00097,Toys,New Customer,133.15,2,0.21,Social Media
2024-04-15 19:10:13.648263,ORD000498,CUST00098,Toys,Returning Customer,288.15,3,0.0,Social Media
2024-01-12 19:10:13.648263,ORD000499,CUST00099,Books,VIP Customer,385.25,4,0.04,Social Media
2023-11-02 19:10:13.648263,ORD000500,CUST00100,Electronics,New Customer,241.29,4,0.19,Direct
2023-09-02 19:10:13.648263,ORD000501,CUST00101,Sports,VIP Customer,469.98,1,0.26,Direct
2024-07-04 19:10:13.648263,ORD000502,CUST00102,Toys,Returning Customer,355.92,3,0.07,Social Media
2024-06-05 19:10:13.648263,ORD000503,CUST00103,Home & Kitchen,VIP Customer,389.61,2,0.06,Social Media
2023-11-22 19:10:13.648263,ORD000504,CUST00104,Books,Returning Customer,79.82,1,0.28,Social Media
2024-05-16 19:10:13.648263,ORD000505,CUST00105,Sports,VIP Customer,20.9,4,0.23,Referral
2024-04-23 19:10:13.648263,ORD000506,CUST00106,Home & Kitchen,New Customer,273.92,4,0.13,Direct
2024-03-10 19:10:13.648263,ORD000507,CUST00107,Toys,VIP Customer,215.74,2,0.23,Email
2024-01-15 19:10:13.648263,ORD000508,CUST00108,Home & Kitchen,New Customer,444.35,1,0.21,Email
2024-03-05 19:10:13.648263,ORD000509,CUST00109,Books,VIP Customer,221.77,1,0.24,Email
2024-02-24 19:10:13.648263,ORD000510,CUST00110,Sports,VIP Customer,315.12,3,0.23,Referral
2024-03-15 19:10:13.648263,ORD000511,CUST00111,Electronics,New Customer,435.44,3,0.06,Social Media
2024-04-06 19:10:13.648263,ORD000512,CUST00112,Books,Returning Customer,340.45,1,0.1,Social Media
2023-12-22 19:10:13.648263,ORD000513,CUST00113,Sports,New Customer,57.74,2,0.17,Referral
2024-04-16 19:10:13.648263,ORD000514,CUST00114,Electronics,VIP Customer,324.9,2,0.18,Direct
2023-10-06 19:10:13.648263,ORD000515,CUST00115,Home & Kitchen,Returning Customer,298.87,3,0.11,Referral
2024-03-04 19:10:13.648263,ORD000516,CUST00116,Toys,VIP Customer,77.5,4,0.09,Social Media
2023-09-20 19:10:13.648263,ORD000517,CUST00117,Books,New Customer,389.81,2,0.23,Direct
2024-06-26 19:10:13.648263,ORD000518,CUST00118,Clothing,VIP Customer,424.04,4,0.25,Email
2023-10-13 19:10:13.648263,ORD000519,CUST00119,Electronics,Returning Customer,294.66,1,0.08,Email
